date, pm10, no2, so2, co
30-08-2020,59,11,3, 
31-08-2020,58,11,3,8
01-09-2020,51,11,3,4
02-09-2020,78,11,3,9
03-09-2020,45,11,4,11
04-09-2020,71,11,4,10
05-09-2020,97,11,3,10
06-09-2020,82,11,4,11
07-09-2020,67,11,4,2
08-09-2020,38,11,3,11
09-09-2020,73,11,3,10
10-09-2020,28,10,168,9
11-09-2020,649,11,81,11
14-09-2020,63,11,200,10
15-09-2020,35,11,46,8
16-09-2020,35,11,3,11
17-09-2020,82,11,3,8
18-09-2020,81,11,3,11
19-09-2020,79, , , 
21-09-2020,69,7,3,10
22-09-2020,67,8,3,10
23-09-2020,65,8,3,11
24-09-2020,62,9,3,2
25-09-2020,81,9,2,10
26-09-2020,74,10,3,10
27-09-2020,66,10,3,11
28-09-2020,66,10,3,14
29-09-2020,51,10,4,10
30-09-2020,60,10,3,10
21-04-2020,29,4,3,8
22-04-2020,63,5,3,8
23-04-2020,61,6,3,8
24-04-2020,89,6,3,8
25-04-2020,63,6,3,8
26-04-2020,47,6,3,8
27-04-2020,55,6,3,8
28-04-2020,58,6,3,8
29-04-2020,65,6,3,8
30-04-2020,59,6,3,8
01-05-2020,60,6,3,8
02-05-2020,55,6,3,8
03-05-2020,61,6,3,9
04-05-2020,56,6,3,9
05-05-2020,75,5,3,7
06-05-2020,70,3,2,5
07-05-2020,72,4,2,4
08-05-2020,56,3,2,5
09-05-2020,61,3,2,4
10-05-2020,61,3,2,5
11-05-2020,59,3,2,4
12-05-2020,59,4,2,5
13-05-2020,52,4,1,5
14-05-2020,65,4,2,6
15-05-2020,50, , , 
17-05-2020,112,4,2,4
18-05-2020,72,10,1,5
19-05-2020,109,11,2,6
20-05-2020,58,12,1,6
21-05-2020,54,11,2,5
22-05-2020,60,12,2,5
23-05-2020,62,12,2,5
24-05-2020,105,11,2,5
25-05-2020,58,11,2,5
26-05-2020,116,11,2,6
27-05-2020,69,12,2,5
28-05-2020,61,15,2,5
29-05-2020,70,11,2,5
30-05-2020,30, , , 
02-06-2020,14, , , 
04-06-2020,55,8,3,5
05-06-2020,49,8,4,5
06-06-2020,66,8,3,4
07-06-2020,62,8,3,7
08-06-2020,32,21,3,6
09-06-2020,59,8,3,5
10-06-2020,59,9,3,5
11-06-2020,50,8,3,5
12-06-2020,30,8,3,6
13-06-2020,60,8,3,5
14-06-2020,40,8,3,5
15-06-2020,55,8,3,6
16-06-2020,66,8,4,7
17-06-2020,67,8,3,6
18-06-2020,60,8,3,6
19-06-2020,61,8,3,5
20-06-2020,51,8,3,5
21-06-2020,53,7,3,5
22-06-2020,48,8,3,5
23-06-2020,54,7,3,5
24-06-2020,76,7,3,5
25-06-2020,54,7,3,5
26-06-2020,30, , , 
01-01-2020,67,18,4,18
02-01-2020,70,19,4,17
03-01-2020,70,23,4,17
04-01-2020,75,21,4,14
05-01-2020,75,19,4,15
06-01-2020,62,20,4,15
07-01-2020,61,13,4,13
08-01-2020,64,20,5,18
09-01-2020,79,20,4,15
10-01-2020,70, ,4,11
11-01-2020,56, , , 
13-01-2020,82,30,4,17
14-01-2020,79,20,4,15
15-01-2020,68,24,4,16
16-01-2020,71,29,4,17
17-01-2020,70,19,4,15
18-01-2020,61,21,4,16
19-01-2020,59,25,4,16
20-01-2020,66,22,4,14
21-01-2020,64,22,4,15
22-01-2020,61,17,4,16
23-01-2020,57,30,4,16
24-01-2020,65,35,4,17
25-01-2020,69,33,4,16
26-01-2020,72,31,5,18
27-01-2020,77,21,4,16
28-01-2020,76,23,4,15
29-01-2020,80,24,4,17
30-01-2020,73,24,4,16
31-01-2020,75,24,4,16
01-02-2020,75,15,4,13
02-02-2020,61,27,4,17
03-02-2020,72,23,4,17
04-02-2020,65,22,4,16
05-02-2020,71,22,4,15
06-02-2020,74,19,4,16
07-02-2020,96,21,4,15
08-02-2020,107,20,4,15
09-02-2020,93,18,4,15
10-02-2020,83,20,4,16
11-02-2020,102,21,4,17
12-02-2020,67,28,4,17
13-02-2020,97,19,4,15
14-02-2020,94,36,4,20
15-02-2020,127,11,4,11
16-02-2020,87,22,4,12
17-02-2020,95,31,4,16
18-02-2020,264,24,4,14
19-02-2020,83, , , 
21-02-2020,82,20,4,13
22-02-2020,82,23,4,14
23-02-2020,79,25,4,14
24-02-2020,81,22,4,15
25-02-2020,82,28,4,15
26-02-2020,84,24,4,14
27-02-2020,84,22,4,14
28-02-2020,82,24,4,14
29-02-2020,85,15,4,13
01-03-2020,72,28,4,19
02-03-2020,102,31,5,21
03-03-2020,128,15,4,13
04-03-2020,87,18,4,14
05-03-2020,95,19,4,13
06-03-2020,84,23,4,14
07-03-2020,86,19,4,13
08-03-2020,82,18,4,14
09-03-2020,84,18,4,14
10-03-2020,92,20,4,14
11-03-2020,67,22,4,13
12-03-2020,62,20,4,13
13-03-2020,59,37,4,16
14-03-2020,61,24,4,12
15-03-2020,51,23,4,13
16-03-2020,87,19,4,13
17-03-2020,107,21,4,15
18-03-2020,85,30,4,16
19-03-2020,106,19,4,13
20-03-2020,125,21,4,15
21-03-2020,103,6,4,11
22-03-2020,76,8,4,13
23-03-2020,92, , , 
01-10-2019,89, , , 
03-10-2019,94,34,3,12
04-10-2019,69,28,3,16
05-10-2019,83,18,2,12
06-10-2019,78, , , 
22-10-2019,44,5,2,13
23-10-2019,41,8,3,14
24-10-2019,72,11,3,13
25-10-2019,64,11,2,14
26-10-2019,65,14,3,15
27-10-2019,69,16,4,15
28-10-2019,72,12,4,15
29-10-2019,76,34,4,16
30-10-2019,42,29,4,15
31-10-2019,60,23,4,14
01-11-2019,90,22,4,15
02-11-2019,90, , , 
04-11-2019,158,14,4,16
05-11-2019,140,21,4,16
06-11-2019,119,40,4,17
07-11-2019,97,30,4,15
08-11-2019,81,34,4,13
09-11-2019,84, , , 
11-11-2019,96,31,4,16
12-11-2019,70,19,4,16
13-11-2019,130,30,4,16
14-11-2019,72,27,4,16
15-11-2019,58,29,4,16
16-11-2019,59,35,4,13
17-11-2019,56,34,4,16
18-11-2019,55,27,4,14
19-11-2019,44,25,4,14
20-11-2019,41,36,4,18
21-11-2019,57,37,4,16
22-11-2019,64,40,4,14
23-11-2019,54, , , 
25-11-2019,65,34,4,15
26-11-2019,56,40,4,16
27-11-2019,50,29,4,15
28-11-2019,48,17,4,15
29-11-2019,59,17,4,15
30-11-2019,52, ,4,15
01-12-2019,37,10,4,14
02-12-2019,34,29,4,14
03-12-2019,58,15,4,16
04-12-2019,61, , , 
06-12-2019,96,16,4,16
07-12-2019,72, , , 
09-12-2019,72, , , 
11-12-2019,69,12,4,22
12-12-2019,78,9,4,17
13-12-2019,79,21,3,18
14-12-2019,53, , , 
18-12-2019,75, , , 
20-12-2019,86,16,4,13
21-12-2019,66,21,4,15
22-12-2019,77,22,4,16
23-12-2019,77,23,4,17
24-12-2019,77, , , 
26-12-2019,82,22,4,15
27-12-2019,76,21,4,15
28-12-2019,69,21,4,15
29-12-2019,72, , , 
01-07-2019,102,15,5,12
02-07-2019,86,14,6,12
03-07-2019,85,22,6,14
04-07-2019,94,19,7,12
05-07-2019,89,25,6,12
06-07-2019,86,24,7,11
07-07-2019,114,15,7,11
08-07-2019,90,14,9,11
09-07-2019,76,15,11,11
10-07-2019,73,14,14,11
11-07-2019,74,14,16,10
12-07-2019,75,17,7,12
13-07-2019,82,17,11,11
14-07-2019,73,12,9,10
15-07-2019,74,14,3,10
16-07-2019,49, , , 
21-07-2019,78,23,3,12
22-07-2019,72,20,3,13
23-07-2019,61,17,3,13
24-07-2019,82,14,2,12
25-07-2019,74,19,3,12
26-07-2019,72, , , 
29-07-2019,93,14,3,12
30-07-2019,80,10,4,9
31-07-2019,74,13,3,11
01-08-2019,84,15,3,12
02-08-2019,73,22,3,14
03-08-2019,100,25,3,11
04-08-2019,91,15,3,10
05-08-2019,64,15,3,12
06-08-2019,60,13,3,11
07-08-2019,47,6,3,8
08-08-2019,38,31,3,16
09-08-2019,73,19,3,12
10-08-2019,67,12,3,10
11-08-2019,56,13,3,13
12-08-2019,76,13,3,11
13-08-2019,58,14,3,13
14-08-2019,69, , , 
19-08-2019,75,11,3,12
20-08-2019,49,11,3,12
21-08-2019,47,11,3,13
22-08-2019,69,11,3,12
23-08-2019,56,15,3,14
24-08-2019,71,13,3,13
25-08-2019,74,18,4,13
26-08-2019,104,18,3,14
27-08-2019,84,14,3,12
28-08-2019,78,20,4,15
29-08-2019,104,22,3,16
30-08-2019,102,20,4,13
31-08-2019,89,17,4,12
01-09-2019,71, , , 
03-09-2019,68,18,4,14
04-09-2019,70,15,4,13
05-09-2019,63,14,4,12
06-09-2019,63,18,4,15
07-09-2019,72,14,4,12
08-09-2019,69,15,3,13
09-09-2019,69, ,4,13
10-09-2019,87,16,3,13
11-09-2019,86,12,3,12
12-09-2019,76,14,3,11
13-09-2019,72,19,3,12
14-09-2019,78,20,3,10
15-09-2019,61,19,3,12
16-09-2019,57,16,3,11
17-09-2019,45,16,3,13
18-09-2019,69,19,3,13
19-09-2019,81,17,3,13
20-09-2019,72,20,3,13
21-09-2019,89,24,3,13
22-09-2019,66,30,3,13
23-09-2019,61,21,2,14
24-09-2019,43,38,2,10
25-09-2019,53,26,2,17
26-09-2019,84,30,2,17
27-09-2019,91,33,2,15
28-09-2019,102,30,2,14
29-09-2019,110, , , 
02-04-2019,199,30,3,12
03-04-2019,132,23,3,12
04-04-2019,108,24,3,12
05-04-2019,105,23,3,11
06-04-2019,111,21,3,11
07-04-2019,102,19,3,11
08-04-2019,95,20,3,11
09-04-2019,120,19,3,11
10-04-2019,86,34,4,12
11-04-2019,134,24,2,11
12-04-2019,111,24,3,12
13-04-2019,106,20,3,11
14-04-2019,102,23,3,12
15-04-2019,100,19,3,11
16-04-2019,96,14,2,11
17-04-2019,110,21,2,11
18-04-2019,112,28,3,23
19-04-2019,133,17,2,14
20-04-2019,87,16,2,15
21-04-2019,85,17,3,11
22-04-2019,99,20,3,11
23-04-2019,92,23,3,11
24-04-2019,92,26,3,11
25-04-2019,114,20,2,11
26-04-2019,99,30,3,16
27-04-2019,131,25,3,14
28-04-2019,111,16,2,13
29-04-2019,104,12,2,16
30-04-2019,99,11,2,18
01-05-2019,80,11,2,12
02-05-2019,105,15,3,12
03-05-2019,118,12,2,11
04-05-2019,117,17,2,11
05-05-2019,118,17,2,11
06-05-2019,115,12,2,11
07-05-2019,94,8,2,12
08-05-2019,72,15,2,13
09-05-2019,102,13,2,11
10-05-2019,99,15,2,11
11-05-2019,112,16,2,12
12-05-2019,103,14,2,12
13-05-2019,101,13,2,12
14-05-2019,93,13,3,19
15-05-2019,96,19,2,15
16-05-2019,99,13,2,14
17-05-2019,97, , , 
20-05-2019,107,20,2,11
21-05-2019,76,15,2,11
22-05-2019,57,21,3,11
23-05-2019,79,17,2,11
24-05-2019,51,15,2,11
25-05-2019,90,17,2,11
26-05-2019,39,20,3,12
27-05-2019,69,15,2,11
28-05-2019,60, , , 
14-06-2019,69,17,6,11
15-06-2019,60,14,6,10
16-06-2019,58,18,5,14
17-06-2019,69,15,5,11
18-06-2019,60,15,6,13
19-06-2019,62,16,6,12
20-06-2019,57,16,6,11
21-06-2019,60,21,5,12
22-06-2019,64,21,6,13
23-06-2019,59,21,6,15
24-06-2019,70,22,6,13
25-06-2019,86,15,6,12
26-06-2019,68,15,6,11
27-06-2019,71,13,5,11
28-06-2019,81,19,5,12
29-06-2019,104,10,3,9
30-06-2019,96,13,5,12
01-01-2019,85,18,2,17
02-01-2019,78,19,2,17
03-01-2019,77,19,2,16
04-01-2019,79,20,2,12
05-01-2019,78,19,2,11
06-01-2019,82,23,3,12
07-01-2019,86,18,2,12
08-01-2019,76,21,3,12
09-01-2019,89,25,3,13
10-01-2019,90,30,3,13
11-01-2019,94,23,2,12
12-01-2019,93,21,3,12
13-01-2019,84,20,3,12
14-01-2019,86,23,2,12
15-01-2019,80,30,3,14
16-01-2019,97,21,2,12
17-01-2019,90,21,2,12
18-01-2019,88,12,2,11
19-01-2019,81, , , 
21-01-2019,100,13,2,11
22-01-2019,85,30,3,14
23-01-2019,115,19,3,18
24-01-2019,91,20,3,13
25-01-2019,85,18,3,12
26-01-2019,86,16,3,11
27-01-2019,78,12,3,11
28-01-2019,77,12,2,11
29-01-2019,47, , , 
31-01-2019,107,7,1,10
01-02-2019,95,26,3,13
02-02-2019,130,13,2,11
03-02-2019,99, , , 
06-02-2019,138,14,2,11
07-02-2019,108, , , 
09-02-2019,125, , , 
13-02-2019,126,27,4,13
14-02-2019,114,20,2,12
15-02-2019,105,18,1,12
16-02-2019,108,13,2,11
17-02-2019,108,20,3,12
18-02-2019,102,17,2,11
19-02-2019,109,23,2,12
20-02-2019,107,20,2,12
21-02-2019,106,24,2,12
22-02-2019,113,31,3,12
23-02-2019,117,29,2,12
24-02-2019,106,27,4,12
25-02-2019,99,18,2,11
26-02-2019,111,23,2,16
28-02-2019,113,29,2,12
01-03-2019,123,21,2,11
02-03-2019,97,22,2,11
03-03-2019,97,17,2,11
04-03-2019,98,15,2,11
05-03-2019,98,11,2,10
06-03-2019,94,22,2,13
07-03-2019,136,26,2,12
08-03-2019,120,18,3,11
09-03-2019,105, , , 
12-03-2019,124,23,3,12
13-03-2019,112,24,2,13
14-03-2019,116,26,2,17
15-03-2019,107,26,2,17
16-03-2019,109,27,2,15
17-03-2019,108,19,1,11
18-03-2019,134, , , 
25-03-2019,125,21,3,11
26-03-2019,103,21,2,12
27-03-2019,103,26,3,12
28-03-2019,112,26,3,12
29-03-2019,111,18,2,11
30-03-2019,87, , , 
01-12-2018,102,9,2,14
02-12-2018,82,8,2,14
03-12-2018,85,8,2,14
04-12-2018,81,6,2,13
05-12-2018,55,9,3,14
07-12-2018,415,7,1,10
08-12-2018,23, , , 
10-12-2018,130,10,2,11
11-12-2018,284, , , 
17-12-2018,110,21,3,13
18-12-2018,108,17,3,12
19-12-2018,76,25,3,12
20-12-2018,103,17,3,11
21-12-2018,80,21,3,12
22-12-2018,84,15,2,11
23-12-2018,71,18,3,12
24-12-2018,79,18,2,11
25-12-2018,80,19,3,11
26-12-2018,82,12,3,11
27-12-2018,81,18,3,12
28-12-2018,85,18,2,12
29-12-2018,84,9,2,11
30-12-2018,74, , , 
01-04-2018,95,29,1,17
02-04-2018,111,34,4,17
03-04-2018,91,44,38,11
04-04-2018,121,61,4,18
05-04-2018,117,34,14,13
06-04-2018,100,32,3,10
07-04-2018,102, , , 
10-04-2018,88,28,2,12
11-04-2018,77,28,5,10
12-04-2018,76,30,4,12
13-04-2018,80,27, ,15
14-04-2018,80,15, ,11
15-04-2018,90, , , 
17-04-2018,99,26, ,12
18-04-2018,93,7,14,10
19-04-2018,91,6,2,4
20-04-2018,73, , , 
01-01-2018,71,14,1,8
02-01-2018,68,16,2,9
03-01-2018,62,20,2,8
04-01-2018,70,22,2,9
05-01-2018,77,20,2,8
06-01-2018,72,20,2,8
07-01-2018,78,19,2,9
08-01-2018,69,17,2,9
09-01-2018,69,15,2,8
10-01-2018,64,29,2,9
11-01-2018,61,21,2,9
12-01-2018,71,24,2,8
13-01-2018,95,21,2,8
14-01-2018,106,17,2,8
15-01-2018,98,17,2,8
16-01-2018,89,17,2,9
17-01-2018,103,20,4,11
18-01-2018,100,18,3,18
19-01-2018,90,21,4,17
20-01-2018,110,18,4,17
21-01-2018,98,17,4,17
22-01-2018,110,14,4,18
23-01-2018,117,16,4,17
24-01-2018,113,16,3,13
25-01-2018,109,19,2,6
26-01-2018,109,16,2,8
27-01-2018,125,21,2,10
28-01-2018,111,25,1,12
29-01-2018,106,16,2,10
30-01-2018,104,16,2,11
31-01-2018,105,20,2,11
01-02-2018,98,17,2,12
02-02-2018,98,17,2,12
03-02-2018,100,16,2,12
04-02-2018,94,17,2,11
05-02-2018,94,14,2,10
06-02-2018,115,10,2,11
07-02-2018,89,16,2,12
08-02-2018,83,13,1,11
09-02-2018,100,15,2,11
10-02-2018,84,12,1,11
11-02-2018,96,12,2,13
12-02-2018,90,11,2,12
13-02-2018,93,11,2,11
14-02-2018,94,13,2,11
15-02-2018,89,15,2,11
16-02-2018,83,17,2,12
17-02-2018,101,15,2,11
18-02-2018,107,15,2,12
19-02-2018,96,17,2,12
20-02-2018,95,17,1,12
21-02-2018,102,17,2,10
22-02-2018,104,19,2,10
23-02-2018,92,14,3,11
24-02-2018,80,14, ,11
25-02-2018,75,16, ,12
26-02-2018,72,17,2,10
27-02-2018,85,16,2,11
28-02-2018,130,16,2,11
01-03-2018,101,19,1,12
02-03-2018,120,58,3,11
03-03-2018,90,73,1,9
04-03-2018,112,88,2,13
05-03-2018,96,52,3,10
06-03-2018,100,25,2,10
07-03-2018,102,20,2,8
08-03-2018,108,33,3,12
09-03-2018,122,32,5,10
10-03-2018,128,28,12,8
11-03-2018,116,26,5,14
12-03-2018,103,16,1,16
13-03-2018,87,16, ,17
14-03-2018,79,18,3,17
15-03-2018,75,24,1,14
16-03-2018,72,38,6,16
17-03-2018,90,26,2,19
18-03-2018,80,29, ,15
19-03-2018,99,34,2,15
20-03-2018,109,28, ,17
21-03-2018,104, , , 
24-03-2018,105,31,4,15
25-03-2018,108, , , 
28-03-2018,108,28,2,17
29-03-2018,119,22,5,14
30-03-2018,122,18,2,16
31-03-2018,80,21,5,32
01-10-2017,52,21,2,12
02-10-2017,44,20,3,11
03-10-2017,56,17,3,9
04-10-2017,53,31,3,12
05-10-2017,40,25,3,12
06-10-2017,50,23,3,12
07-10-2017,58,19,2,12
08-10-2017,57,17,3,9
09-10-2017,60,19,2,11
10-10-2017,56,24,3,12
11-10-2017,52,23,3,11
12-10-2017,45,23,2,11
13-10-2017,43,19,3,11
14-10-2017,38,25,3,11
15-10-2017,41,19,2,10
16-10-2017,57,25,3,11
17-10-2017,74,36,3,14
18-10-2017,119,20,3,12
19-10-2017,124,29,3,15
20-10-2017,159,21,4,21
21-10-2017,110,18,4,20
22-10-2017,79,23,4,22
23-10-2017,88,48,4,21
24-10-2017,113,36,3,20
25-10-2017,91,32,3,20
26-10-2017,66,29,2,19
27-10-2017,67,33,2,21
28-10-2017,64,32,2,17
29-10-2017,73,28,2,16
30-10-2017,62,34,2,10
31-10-2017,67,25,2,8
01-11-2017,64,33,2,7
02-11-2017,74,29,2,8
03-11-2017,75,36,2,9
04-11-2017,65,31,2,8
05-11-2017,41,44,2,9
06-11-2017,51,40,2,11
07-11-2017,58,55,2,19
08-11-2017,71,45,2,19
09-11-2017,68,59,2,16
10-11-2017,79,38,3,12
11-11-2017,68,36,3,11
12-11-2017,67,38,3,10
13-11-2017,61,30,3,11
14-11-2017,63,23,3,11
15-11-2017,59,34,3,12
16-11-2017,68,30,3,12
17-11-2017,67,52,3,14
18-11-2017,81,38,3,12
19-11-2017,63,40,3,12
20-11-2017,63,37,3,13
21-11-2017,49,39,3,12
22-11-2017,49,42,3,13
23-11-2017,60,41,3,12
24-11-2017,70,48,3,12
25-11-2017,74,51,3,12
26-11-2017,68,48,3,11
27-11-2017,59,45,3,12
28-11-2017,64,39,3,9
29-11-2017,64,25,3,11
30-11-2017,44,37,2,11
01-12-2017,27,47,3,10
02-12-2017,77,36,3,10
03-12-2017,66,42,3,12
04-12-2017,77,25,3,11
05-12-2017,62,32,3,12
06-12-2017,77,38,3,11
07-12-2017,73,55,3,10
08-12-2017,84,58,3,11
09-12-2017,86,50,3,11
10-12-2017,95,42,3,11
11-12-2017,81,58,3,10
12-12-2017,97,49,3,13
13-12-2017,105,38,2,12
14-12-2017,72,79,1,11
15-12-2017,58,46,1,12
16-12-2017,74,36,2,11
17-12-2017,69,51,2,10
18-12-2017,74,36,2,11
19-12-2017,68,37,6,12
20-12-2017,68,26,4,11
21-12-2017,61,33,2,10
22-12-2017,60,37,2,10
23-12-2017,65, , , 
26-12-2017,64,21,2,11
27-12-2017,77,18,1,11
28-12-2017,74,22,2,11
29-12-2017,70,19,2,10
30-12-2017,67,26,2,10
31-12-2017,78,17,2,8
01-07-2017,86,24,3,11
02-07-2017,78,21,3,11
03-07-2017,70,16,3,9
04-07-2017,47, , , 
07-07-2017,87,22,3,11
08-07-2017,83,21,3,10
09-07-2017,78,19,3,11
10-07-2017,75,20,3,10
11-07-2017,66,15,3,10
12-07-2017,57,19,3,10
13-07-2017,70,17,3,11
14-07-2017,70,20,4,10
15-07-2017,77,18,6,8
16-07-2017,72,17,4,10
17-07-2017,76,16,3,10
18-07-2017,64,18,3,11
19-07-2017,53,18,3,11
20-07-2017,64,19,3,11
21-07-2017,74,21,3,11
