latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
29-12-2021,21.9,4.3,0,6.6,99
30-12-2021,22.5,5.4,0,8.4,95
31-12-2021,21.2,5.1,0,7.8,100
01-01-2022,20.3,4.6,0,6.6,93
02-01-2022,21.2,4.3,0,6.2,95
03-01-2022,21.8,3.3,0,8.4,100
04-01-2022,21.5,4.4,0,5.9,91
05-01-2022,21.8,3.3,0,8,93
06-01-2022,21.7,3.4,0,6.2,88
07-01-2022,23.5,5.5,0,6.8,88
08-01-2022,23.7,6.2,0,6.5,89
09-01-2022,23.2,6.1,0,6.5,90
10-01-2022,22.6,5.7,0,6.2,92
11-01-2022,23.4,6.6,0,7.6,91
12-01-2022,20.5,7.3,5,9.1,93
13-01-2022,19.9,8,0,7.7,97
14-01-2022,18.3,7.3,0.1,6.3,97
15-01-2022,18.9,6.8,0,5.6,100
16-01-2022,19.7,7.3,0.3,8.6,100
17-01-2022,21.3,4.7,0,6.4,100
18-01-2022,21.5,4.6,0,9.8,98
19-01-2022,18.4,6.2,0.1,8.4,93
20-01-2022,18.1,5.1,0.6,9.4,93
21-01-2022,18.3,4.4,0.2,10.2,99
22-01-2022,18.9,3.9,0,6.6,96
23-01-2022,21.2,8.6,0.1,9.8,90
24-01-2022,16.7,10.9,5.3,6.6,100
25-01-2022,18,10.2,0.7,8,96
26-01-2022,18.1,7.3,0.2,8.3,100
27-01-2022,16.8,8.3,3.8,11.6,96
28-01-2022,16.3,5.9,0.5,9.1,100
29-01-2022,16.6,1.7,0,6.9,96
30-01-2022,17.1,2,0,11.7,98
31-01-2022,16.9,5.1,0,10.2,87
01-02-2022,18.6,2.6,0.7,11.7,99
02-02-2022,18.7,7.4,0.9,11.1,94
03-02-2022,21,6.1,0,8.7,87
04-02-2022,22.6,4.4,0,10.5,99
05-02-2022,17.3,9.6,8.4,12.9,100
06-02-2022,16.2,5.4,0.1,8.7,100
07-02-2022,18.3,2.6,0,9.5,90
08-02-2022,18.3,2.3,0,7.4,94
09-02-2022,18.9,2.8,0,8.2,90
10-02-2022,20.1,3.6,0,7.4,87
11-02-2022,20.2,7.5,0,9.9,88
12-02-2022,18,6.3,0.4,8.7,89
13-02-2022,22.7,1.1,0,8.4,98
14-02-2022,23.7,3,0,9,94
15-02-2022,23.6,3.1,0,8.2,89
16-02-2022,22.4,2.8,0,8.4,85
17-02-2022,22.5,4,0,9.6,86
18-02-2022,21.9,3.6,0,7.1,84
19-02-2022,21.8,3.8,0,9.7,86
20-02-2022,21.9,4.2,0.4,12.9,84
21-02-2022,21,8.6,2,15.9,96
22-02-2022,20.8,4,0,8.7,99
23-02-2022,23.8,5.2,0,13.4,88
24-02-2022,23,6.3,0,10.8,98
25-02-2022,25.2,7.9,0.1,10.9,94
26-02-2022,25,7.8,0,12,88
27-02-2022,25.2,7.5,0,10.5,89
28-02-2022,24.1,8.6,0,11.5,82
01-03-2022,25.1,8.5,0,9.8,89
02-03-2022,26.6,6.2,0,9.4,90
03-03-2022,26.7,6.2,0,11.1,80
04-03-2022,26.5,6.5,0,10.6,73
05-03-2022,24.8,6.5,0,10.2,72
06-03-2022,26.9,5.9,0,12,87
07-03-2022,30.2,5.6,0,11.2,96
08-03-2022,30,12.6,0,13.3,77
09-03-2022,29.6,10.4,0,7.6,87
10-03-2022,29.9,10.3,0,6.4,85
11-03-2022,29.4,11.2,0,7.9,87
12-03-2022,29.8,10.7,0,9.4,90
13-03-2022,30.5,9.9,0,5.5,91
14-03-2022,30.5,11.4,0,8,82
15-03-2022,30.2,12,0,7.7,86
16-03-2022,29.6,12.2,0,7.5,85
17-03-2022,29.7,11.5,0,10,87
18-03-2022,30.9,12.5,0,10.2,87
19-03-2022,30.5,12.6,0,8.4,86
20-03-2022,30.3,12.9,0,9.9,91
21-03-2022,30.5,10.8,0,9.8,86
22-03-2022,30.8,11.2,0,9.6,74
23-03-2022,31.1,14.5,0,11.6,83
24-03-2022,27.3,15.7,1.3,15.1,94
25-03-2022,26.8,15.9,3.9,15.8,95
26-03-2022,25.2,15.4,16.5,19.3,100
27-03-2022,25.8,14,4.5,9,100
28-03-2022,26.2,13.8,1.9,9.7,100
29-03-2022,26.5,13.2,0.1,9.2,98
30-03-2022,25.4,15.9,0.1,8.2,97
31-03-2022,27.4,13.6,0,12,100
01-04-2022,27.9,14.3,0,11.4,99
02-04-2022,28.4,16.4,0.3,6.6,93
03-04-2022,28,14.3,1.1,14.8,95
04-04-2022,26.4,16.8,0.8,16.5,92
05-04-2022,28.6,17.1,0.3,10.7,93
06-04-2022,29.6,14.7,0,9.5,98
07-04-2022,31.4,14.8,0,12.6,93
08-04-2022,30.9,14.1,0,13.2,78
09-04-2022,28.6,13.4,0.2,18.7,90
10-04-2022,29.1,14.3,1.3,14.1,98
11-04-2022,27.2,16.1,13,12.8,98
12-04-2022,27.9,15.3,0.6,10.2,96
13-04-2022,28.7,15.2,0.1,11.6,95
14-04-2022,28.9,15.9,0.6,17.3,95
15-04-2022,28,18.1,0.3,18.7,93
16-04-2022,28.7,16.3,23.3,15.9,98
17-04-2022,29,16.2,0.3,13.8,97
18-04-2022,29.8,17.9,0.6,13,93
19-04-2022,28.3,16.2,2.5,12.9,93
20-04-2022,25.3,14.8,19.6,9.7,100
21-04-2022,25.7,13.9,1,9,100
22-04-2022,24.5,16.4,3,11.1,98
23-04-2022,27.9,16.7,0.5,10.7,97
24-04-2022,29.4,15.9,0,11.6,97
25-04-2022,30.4,15.4,0,12.3,96
26-04-2022,30.4,14.9,0,10.5,99
27-04-2022,31.2,14.7,0,12.3,99
28-04-2022,32.3,14.5,0.3,13,97
29-04-2022,32.2,16.2,0.2,11.6,91
30-04-2022,31,14.6,0.6,13.8,100
01-05-2022,30.2,14.8,0,12.3,98
02-05-2022,27.7,15.3,8.4,14.8,100
03-05-2022,29.2,14.2,7.5,12.3,100
04-05-2022,25.2,15.9,31.5,7.5,100
05-05-2022,27.1,15.1,1,7.6,99
06-05-2022,28.4,14.7,0.5,7.9,99
07-05-2022,29.3,15.4,0,9,100
08-05-2022,30.9,15.8,0,9.7,94
09-05-2022,24.9,18.2,9.9,4.6,100
10-05-2022,25.6,18.6,7,9.2,100
11-05-2022,27.5,18.8,7.2,13.1,100
12-05-2022,24.7,18,8.2,12,100
13-05-2022,25,17.8,3.2,17.3,100
14-05-2022,27.1,19,2,15.3,95
15-05-2022,28.6,18.8,9.4,16.2,99
16-05-2022,28,18.2,1.4,11.2,97
17-05-2022,25.9,18.8,1.4,13.5,96
18-05-2022,27.5,19.1,4.6,13.8,95
19-05-2022,29.8,18.7,5.3,14,97
20-05-2022,28,17.8,0.8,12.7,98
21-05-2022,28.9,17.2,13.1,12.7,100
22-05-2022,28.8,17.9,2.6,9.5,97
23-05-2022,27,16.4,1.7,7.1,96
24-05-2022,26.4,19.8,0.4,6,95
25-05-2022,24.8,18.7,3.4,6.9,95
26-05-2022,27.3,17.2,1.5,10.4,95
27-05-2022,27.4,17,2.1,12.5,97
28-05-2022,27.7,16.7,0.5,11.3,98
29-05-2022,29.1,16.1,3.1,10.5,99
30-05-2022,29.2,17,6.5,8.3,100
31-05-2022,26.9,18.1,10.3,7.4,100
01-06-2022,29.2,17.7,4.1,10,98
02-06-2022,25.8,18.5,17.6,8.9,100
03-06-2022,26.4,17.7,5,15.1,100
04-06-2022,25.1,19.6,1.6,11.6,95
05-06-2022,27.4,19.6,2.9,11.6,94
06-06-2022,28.8,18.5,1.7,11.6,96
07-06-2022,29.6,18.9,0,9.7,98
08-06-2022,29.7,19.3,5,10.6,96
09-06-2022,28.2,19,3.8,13.6,97
10-06-2022,28.5,19.6,6.3,14,98
11-06-2022,28.7,18.6,0.9,11.5,98
12-06-2022,29.5,18.5,3.5,12.3,100
13-06-2022,28.9,19.3,2.7,13.6,100
14-06-2022,29,18.5,4.1,12.8,96
15-06-2022,25.5,19.2,10.6,14.1,100
16-06-2022,24.5,19.3,13.5,14.3,95
17-06-2022,21.5,18.2,8.2,13.8,100
18-06-2022,24.3,18.1,19.1,14.8,100
19-06-2022,25.1,18.1,39.5,13.2,100
20-06-2022,20.8,18.2,16.6,8.7,100
21-06-2022,27.9,17.6,14.3,9.1,100
22-06-2022,26.2,18.3,5.2,7.1,100
23-06-2022,27.1,18.4,3.2,10.8,100
24-06-2022,26.8,18.1,14,9.5,98
25-06-2022,27.3,17.8,1.4,7.9,99
26-06-2022,28.8,18.6,2.1,8.4,100
27-06-2022,29.2,19,1.2,8.9,100
28-06-2022,27.6,20.1,17.4,11.9,100
29-06-2022,26.7,19.1,15.3,12.3,100
30-06-2022,25.8,18.8,8.7,9.7,100
01-07-2022,25.5,18.8,4.9,9,99
02-07-2022,28.7,18.5,17.8,5,99
03-07-2022,28.2,19.5,7.4,7.7,100
04-07-2022,26.3,19.5,7.3,5.6,100
05-07-2022,27.1,19.5,15.3,4.7,99
06-07-2022,25.8,19.8,14.2,4.8,100
07-07-2022,28.1,19.8,1.4,9.4,98
08-07-2022,27.5,20,4.8,6.4,99
09-07-2022,29.1,18.3,5.7,6.6,99
10-07-2022,29.5,19.3,7.6,7.4,100
11-07-2022,28.7,19.4,13.4,8.4,100
12-07-2022,30.5,19.2,2.7,6.3,100
13-07-2022,33.1,19.3,0.6,9.4,100
14-07-2022,33.5,19.9,5.8,9.5,100
15-07-2022,33.4,20.6,1.3,8,99
16-07-2022,30.5,20.1,11.6,7.1,99
17-07-2022,29.4,20,1.5,7.2,98
18-07-2022,27.6,20,3.4,12.8,96
19-07-2022,26.2,20.7,2.6,13.8,94
20-07-2022,28.1,20.1,1.8,11.1,95
21-07-2022,29.6,19,6.9,5.9,100
22-07-2022,30.3,19.4,14.1,6.8,100
23-07-2022,28.4,19.7,21.8,10.8,100
24-07-2022,27,19.5,10.2,9.4,100
25-07-2022,22.8,19,7.6,3.1,100
26-07-2022,27.1,18.6,0.6,8.6,100
27-07-2022,28.4,17.7,0,6.8,100
28-07-2022,28.1,19.5,1.7,10,99
29-07-2022,29.6,18.6,2.1,9,100
30-07-2022,28.4,19.9,5.3,7.6,100
31-07-2022,28.2,19.3,7.1,10.6,98
01-08-2022,27.9,19.4,1.3,9.4,98
02-08-2022,27.2,19,4.1,5.4,100
03-08-2022,25.7,20.2,13.5,4.3,100
04-08-2022,28.6,19.7,3.4,9.2,100
05-08-2022,27.4,19.9,12.8,7.3,100
06-08-2022,24.4,19.6,7.5,3.2,100
07-08-2022,28.4,19.5,2.7,6.4,100
08-08-2022,26.7,19.8,14.6,8,100
09-08-2022,27.2,19.2,13.7,10.1,100
10-08-2022,27.9,18.2,11.8,6.3,99
11-08-2022,29.5,17.6,4.8,12,98
12-08-2022,28.4,18,2.8,7.2,100
13-08-2022,26.2,20.1,17.5,6.6,100
14-08-2022,27.6,18.6,22.9,5.8,100
15-08-2022,27.9,18.7,3.4,10.8,100
16-08-2022,27.6,18.5,1.1,8.8,98
17-08-2022,29.2,18.3,1.5,7.6,100
18-08-2022,32.6,19.2,0.3,9.7,100
19-08-2022,31.5,18.8,2.4,10.8,98
20-08-2022,29.3,18.9,12.8,6.8,100
21-08-2022,27.6,18.5,11,5.5,99
22-08-2022,28.1,19.5,20.7,6.1,100
23-08-2022,27.3,19.2,18.2,6.9,100
24-08-2022,27.1,19.6,2.6,8.4,100
25-08-2022,27.7,18.5,0,7.1,100
26-08-2022,27.9,18.6,1.4,7.4,99
27-08-2022,22.9,19.2,29,5,100
28-08-2022,26.1,19.3,0.9,5.5,96
29-08-2022,27.4,18.4,1,5.7,100
30-08-2022,27.7,17.9,0.9,9.6,100
31-08-2022,27.5,18.3,1,8.3,98
01-09-2022,27.6,19.1,5.5,6.5,99
02-09-2022,25.4,18.6,15.9,8.5,100
03-09-2022,27,18.1,1.7,8.4,100
04-09-2022,26.5,19.5,2.1,9.7,96
05-09-2022,26.4,19,6.9,8,100
06-09-2022,27.9,18.2,1.9,4.3,100
07-09-2022,29.5,18.8,3.3,4.7,100
08-09-2022,28.9,18.9,2.2,8.1,100
09-09-2022,30.4,17.7,5.1,9.5,100
10-09-2022,28.4,19.3,23,12.6,100
11-09-2022,23.4,19.4,21.6,5.2,100
12-09-2022,25.6,18.4,5.7,9.2,100
13-09-2022,23.7,18.3,21.6,8.2,100
14-09-2022,25.6,17.5,6.1,9.8,100
15-09-2022,24.8,16.6,1.9,10.7,100
16-09-2022,27.1,18.8,2,8.8,98
17-09-2022,26.7,17.5,3.8,6,99
18-09-2022,27.3,18.8,11.4,5.3,100
19-09-2022,27.7,18.7,3.8,6.3,100
20-09-2022,27,18,7.2,6,100
21-09-2022,27,18.1,4.8,7.2,100
22-09-2022,26.7,18.4,1.7,6,100
23-09-2022,26.2,18.8,6.2,4.7,99
24-09-2022,24.4,17.8,2.7,5.7,100
25-09-2022,26,18.7,3.8,7.5,100
26-09-2022,27.4,18.9,14.7,5.5,100
27-09-2022,27.2,18.3,9.3,5.2,100
28-09-2022,27.6,18.5,2.2,7.9,100
29-09-2022,28.9,17.8,0.3,8.7,100
30-09-2022,30.9,18.4,8.8,6.8,100
01-10-2022,29.1,18.3,9.4,6.1,100
02-10-2022,25.6,19.6,55.1,4.5,100
03-10-2022,23.5,19.2,11.4,3.1,100
04-10-2022,27.3,18.8,10.8,7,100
05-10-2022,27.3,18.5,3,6.2,100
06-10-2022,27,17.6,1.7,6.6,100
07-10-2022,28,16.5,0.6,7.6,100
08-10-2022,27.9,17.2,1.2,7.3,100
09-10-2022,25,18,3.9,7.4,99
10-10-2022,25.3,17.9,9.4,10,100
11-10-2022,25.9,17.2,3.9,9.4,100
12-10-2022,26.4,16.8,4.2,8.4,100
13-10-2022,26.8,16.9,1.9,6.8,100
14-10-2022,26.5,17,3,8.6,100
15-10-2022,28.4,16.3,0,8.5,100
16-10-2022,30.2,16.9,6.5,13,100
17-10-2022,27.2,16.6,6.3,6.2,100
18-10-2022,26.5,16.5,4.3,8.5,100
19-10-2022,25.9,15.7,2.2,8.4,100
20-10-2022,27.3,15.3,1.4,7.2,100
21-10-2022,28.5,13.9,0,6.9,100
22-10-2022,28.4,13.3,4.7,5.4,100
23-10-2022,25,16.3,5.5,6.5,100
24-10-2022,21.4,18,25.8,10.8,100
25-10-2022,21.9,14.2,5.2,14.8,100
26-10-2022,23.7,13.6,0,8.9,100
27-10-2022,24.9,11.9,0,8.4,100
28-10-2022,26.5,11.5,0,7.6,97
29-10-2022,26.5,12.2,0.1,6.9,100
30-10-2022,26.8,14.1,0.5,6.8,100
31-10-2022,26.9,14.9,0.2,7.6,100
01-11-2022,28.2,12.4,0,8.8,100
02-11-2022,27.2,11.8,0,7.2,90
03-11-2022,25.9,12.6,0.1,5.1,97
04-11-2022,25.5,15.4,0.2,4.9,98
05-11-2022,25.1,12.9,0.8,4.3,99
06-11-2022,24.3,12.7,0.9,4.8,98
07-11-2022,25.9,11.2,0,7.6,100
08-11-2022,26.1,11,0,7.9,96
09-11-2022,26.1,9.8,0,6.2,95
10-11-2022,25.7,8.8,0,6,94
11-11-2022,24.8,10.6,0,6.2,95
12-11-2022,24.7,10.8,0,8,92
13-11-2022,24.9,9.1,0,8,95
14-11-2022,25.6,8.9,0,5.9,94
15-11-2022,25.1,8.2,0,6.5,90
16-11-2022,25,8.3,0,5.4,93
17-11-2022,24.9,8.3,0,6.9,88
18-11-2022,25.7,7.3,0,6.9,91
19-11-2022,26.7,7,0,7.3,93
20-11-2022,26.6,11.9,0,7.4,96
21-11-2022,26.2,12.4,0,8.8,98
22-11-2022,25.7,11.3,0,6.5,96
23-11-2022,25.6,8.8,0,6.2,100
24-11-2022,25.4,7.7,0,5.5,89
25-11-2022,26.6,6.4,0,6.2,97
26-11-2022,25.7,8.6,0,7.6,94
27-11-2022,25.6,9.1,0,10.2,98
28-11-2022,24,13,1.4,7.6,99
29-11-2022,24.6,13.7,1.7,7.7,100
30-11-2022,25.8,13.8,1.4,9.7,100
01-12-2022,25.4,14.2,1.4,9.2,100
02-12-2022,25.6,12.2,0,6.7,100
03-12-2022,25.6,9.6,0,7.6,99
04-12-2022,25.6,10,0,7,95
05-12-2022,25.8,8.7,0,9.7,100
06-12-2022,24.8,10.8,0,8.3,94
07-12-2022,24.3,7.9,0,6.6,96
08-12-2022,24.4,6.8,0,7.5,97
09-12-2022,24.4,7.5,0,9.2,99
10-12-2022,23.9,8.3,0,7.8,99
11-12-2022,23.5,7.4,0,6.4,99
12-12-2022,23.2,6.3,0,7.3,94
13-12-2022,22.7,6.5,0,5.9,89
14-12-2022,22.6,6.3,0,6.5,99
15-12-2022,21.8,5.7,0,6.9,99
16-12-2022,22.1,4.3,0,7.1,90
17-12-2022,23.5,3.5,0,6.4,92
18-12-2022,23.5,8.3,0,10,91
19-12-2022,21.4,10.8,3.1,9.9,100
20-12-2022,21.6,9.9,0.3,6.1,100
21-12-2022,22.2,5.4,0,7,97
22-12-2022,21.8,4.8,0,7.9,87
23-12-2022,21.2,5.1,0,7.1,90
24-12-2022,21.2,4,0,7.9,97
25-12-2022,22.2,4.4,0,6.5,97
26-12-2022,21.7,7.6,0,7.9,91
27-12-2022,16.5,9.3,8.5,11.6,98
28-12-2022,19.1,7,0,8.7,100
29-12-2022,19.4,6.7,0,9.4,100
30-12-2022,19.1,3.4,0,8.6,95
31-12-2022,18.7,3.2,0,7.2,96
01-01-2023,19.5,3.1,0,7.6,93
02-01-2023,19.7,2.6,0,6.3,97
03-01-2023,20.4,2.6,0,5.6,93
04-01-2023,20.7,2.7,0,6.9,98
05-01-2023,21.4,3.2,0,6.8,100
06-01-2023,23,3.3,0,7.9,100
07-01-2023,22.8,6.4,0,7.9,99
08-01-2023,22.3,5.2,0,6.8,100
09-01-2023,22.6,5,0,8.9,98
10-01-2023,22.1,5.2,0,6.6,95
11-01-2023,20.8,6,0,5.2,93
12-01-2023,20.9,4.8,0,9.1,92
13-01-2023,20.5,3.8,0,7.6,93
14-01-2023,20.9,4.6,0,10.5,87
15-01-2023,19.5,8.1,0,8.4,87
16-01-2023,18.9,4.1,0,8.4,93
17-01-2023,18.9,5.2,0,7,90
18-01-2023,18.3,2.1,0,9.1,100
19-01-2023,19.4,1.5,0,6,88
20-01-2023,21.3,1.7,0,7,84
21-01-2023,22.8,3.2,0,9,80
22-01-2023,21,3.7,0,8.4,86
23-01-2023,21.3,4.4,0,9.6,88
24-01-2023,23.8,5,0,7.2,89
25-01-2023,23.7,5.4,0,7.2,88
26-01-2023,23.7,6,0,8.7,89
27-01-2023,24.6,6.9,0,8.1,87
28-01-2023,24.7,7,0,10.3,86
29-01-2023,25.3,5.7,0,5.2,87
30-01-2023,26.8,5,0,9.6,82
31-01-2023,26,6.1,0,7.6,90
01-02-2023,25.8,7.2,0,8.1,87
02-02-2023,26.2,10.5,0,8,95
03-02-2023,26.8,5.1,0,10.9,98
04-02-2023,25.2,5.2,0,10.7,84
05-02-2023,24.2,5.3,0,11,89
06-02-2023,22.6,4.7,0,10.8,95
07-02-2023,22.7,4.2,0,14.2,95
08-02-2023,24,5.1,0,12,99
09-02-2023,25.1,6.5,0,11,81
10-02-2023,24.6,6.4,0,12.6,92
11-02-2023,24.4,6.9,0,9.6,92
12-02-2023,25,6.5,0,15,95
13-02-2023,22.3,8.5,2.8,10.4,100
14-02-2023,24,4.4,0,9.8,88
15-02-2023,23.7,4.3,0,11.9,89
16-02-2023,25.1,4.8,0,10,86
17-02-2023,25.7,6.9,0,9.5,85
18-02-2023,25.7,7.2,0,8.6,90
19-02-2023,26.4,6.8,0,8.9,95
20-02-2023,25.6,9.2,0,11.3,90
21-02-2023,26.4,9.1,0,13.2,95
22-02-2023,26.6,9.2,0,11.3,98
23-02-2023,24.5,10,0.3,14,99
24-02-2023,26.8,8.8,0,13,96
25-02-2023,26.9,10.1,0,11.7,78
26-02-2023,27.2,9.2,0,12.8,87
27-02-2023,26.3,8,0,10.1,75
28-02-2023,26.7,9.4,0,11.8,77
01-03-2023,27.3,8.5,0,10.1,87
02-03-2023,26.7,7.7,0,10.1,76
03-03-2023,27.7,8.8,0,10.8,85
04-03-2023,28,8,0,8.4,82
05-03-2023,28,9,0,9.9,84
06-03-2023,28,9.6,0,11.5,89
07-03-2023,27.5,9.8,0,8.5,86
08-03-2023,28.4,9.5,0,9.4,75
09-03-2023,28.8,11.5,0,9.6,69
10-03-2023,25.8,12.1,0,7.1,82
11-03-2023,28.5,11.2,0,12.1,66
12-03-2023,30,9.9,0,9.6,82
13-03-2023,29.7,10.6,0,8.4,81
14-03-2023,27.5,10.7,0,11.4,77
15-03-2023,25.3,11.5,0.5,9.7,99
16-03-2023,26.5,9.9,0.3,8.8,99
17-03-2023,25.6,10.7,0.4,9.7,88
18-03-2023,25.1,11.8,0.2,13.2,96
19-03-2023,18.3,11.9,5.4,7.7,100
20-03-2023,18.7,12.1,6.8,10,100
21-03-2023,22.5,12.4,1,12.3,100
22-03-2023,22.8,10.8,3.1,11.3,100
23-03-2023,23.4,9.7,0,11,100
24-03-2023,24.8,9.7,0,9.1,93
25-03-2023,24.5,10.3,0.2,9.9,90
26-03-2023,26.5,11.2,0.5,10.9,94
27-03-2023,25.9,11.9,0.7,12,95
28-03-2023,26.1,11.1,0.1,15.2,94
29-03-2023,25.7,11.7,3.2,10.7,95
30-03-2023,26.1,10.7,0.1,11.3,94
31-03-2023,26.9,12.5,0,12,91
01-04-2023,23.3,13.7,10.6,16.1,100
02-04-2023,23.7,12.3,2.5,12.6,100
03-04-2023,24,12.5,1.4,13.5,96
04-04-2023,26.1,10.3,0.3,11.9,99
05-04-2023,24.5,12.5,2.2,15.8,99
06-04-2023,27.2,12.6,0,10.6,100
07-04-2023,28.6,12.1,0,10.1,84
08-04-2023,29,11.9,0,12.3,74
09-04-2023,30.4,12.7,0,11.2,71
10-04-2023,30.8,14.1,0,9.4,75
11-04-2023,30.5,14.2,0,11.6,77
12-04-2023,31.2,14.8,0,8.4,77
13-04-2023,31.8,13.4,0,10.3,71
14-04-2023,32.7,13.6,0,11.9,81
15-04-2023,32.8,15,0,12.2,74
16-04-2023,34,16.7,0,13,70
17-04-2023,33.2,16,0.5,13.3,83
18-04-2023,32.5,15.1,0,11.3,83
19-04-2023,32.5,15.7,0,12.6,87
20-04-2023,32,14.8,0.5,12.4,95
21-04-2023,29,16.1,24.4,12.3,100
22-04-2023,30,15.7,0,13.4,100
23-04-2023,26,13.8,9.1,9.2,98
24-04-2023,29,13.5,0,11.1,100
25-04-2023,29.6,15.2,0,10.8,84
26-04-2023,29.6,15.5,0,10.6,90
27-04-2023,30.4,14.9,0,10.1,79
28-04-2023,30.1,17.4,0,11.2,86
29-04-2023,31.5,16,0,9.7,88
30-04-2023,30.9,17.7,0.2,10,82
01-05-2023,30.9,16.9,0.3,14.1,89
02-05-2023,29.5,17.4,0.6,13.9,93
03-05-2023,28,15.3,0.3,10.8,87
04-05-2023,26.8,16.5,0.4,11.1,94
05-05-2023,29.4,16.1,0.6,11.6,97
06-05-2023,30.2,17,1.3,10.5,98
07-05-2023,30.9,16.2,0,9.6,89
08-05-2023,32.5,15.8,0,10,75
09-05-2023,33.9,14.9,0,13.4,76
10-05-2023,33.9,18.6,0,14.4,75
11-05-2023,32.9,17.6,0,12.3,80
12-05-2023,32.2,19.2,0,9.2,76
13-05-2023,22.7,19.4,4.3,4.6,100
14-05-2023,20.4,15.5,42.6,11.2,100
15-05-2023,25.7,15.3,0.9,11.1,100
16-05-2023,29.5,16.4,1.4,13.4,96
17-05-2023,28.7,15.8,11.3,13.7,100
18-05-2023,27.2,15.4,11.3,10.7,100
19-05-2023,27.7,14.4,0.2,10.7,99
20-05-2023,29.2,16.1,0.5,13.2,93
21-05-2023,30.5,13.9,0,11,97
22-05-2023,30.3,14.9,1,12,92
23-05-2023,28.6,16.8,0.5,10.4,100
24-05-2023,25.9,17.1,4.6,13.4,100
25-05-2023,28.6,18.1,0.4,12.4,96
26-05-2023,28.1,17,6.9,12.6,100
27-05-2023,29.2,16.1,4.7,11,97
28-05-2023,29.3,15.8,0,8.8,95
29-05-2023,31.5,16.6,0,10.2,91
30-05-2023,32,18,0.1,7.4,93
31-05-2023,32.5,18.9,0.7,8.5,98
01-06-2023,31.2,19.6,0.3,8.7,96
02-06-2023,30.2,19.2,0.9,10.2,95
03-06-2023,30.7,17.8,0.5,10,96
04-06-2023,30.9,18.4,0.2,8.7,97
05-06-2023,32.1,18.8,0,7.9,94
06-06-2023,31.4,21.3,1.9,7.7,96
07-06-2023,31.5,20.2,8.8,6.4,100
08-06-2023,28.4,19.7,15.5,7.3,100
09-06-2023,29.7,20.1,17.7,12.8,100
10-06-2023,29,19.8,21.6,4.4,100
11-06-2023,26.5,19.6,4.3,14,100
12-06-2023,28.9,18.6,4.2,9.2,100
13-06-2023,28.5,18.6,1.8,8.6,99
14-06-2023,28.8,19.5,1.8,17.1,95
15-06-2023,29.1,19.4,4,17.8,93
16-06-2023,28.1,19.8,5.1,14.8,100
17-06-2023,26.9,19.7,7.8,15,95
18-06-2023,29.8,19.3,2.2,11.3,96
19-06-2023,28.9,18.7,13.6,12.6,98
20-06-2023,29.9,18.6,0.6,9.2,98
21-06-2023,30.7,19.9,2.9,10.5,96
22-06-2023,27.5,19.8,4.5,11.3,100
23-06-2023,27.4,19.5,11.3,8.7,100
24-06-2023,29.4,18.9,12.9,9.9,100
25-06-2023,28.7,17.8,3.4,10.8,100
26-06-2023,27.8,18.3,13.2,10.5,99
27-06-2023,26.3,19.6,2.2,12.6,98
28-06-2023,27.6,18.9,3.3,13.8,99
29-06-2023,29.2,19.1,0.2,14.8,98
30-06-2023,28.1,18.6,7,12,98
01-07-2023,29.4,19,4.2,12.8,99
02-07-2023,29.2,19.9,4.5,11.8,99
03-07-2023,29.8,19.1,8.3,10.3,99
